,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Ascensión del Señor,Ascensión del Señor_lower,Ascensión del Señor_upper,Año Nuevo,Año Nuevo_lower,Año Nuevo_upper,Batalla de Boyacá,Batalla de Boyacá_lower,Batalla de Boyacá_upper,Carnaval,Carnaval_lower,Carnaval_upper,Corphus Christi,Corphus Christi_lower,Corphus Christi_upper,Día de Navidad,Día de Navidad_lower,Día de Navidad_upper,Día de San José,Día de San José_lower,Día de San José_upper,Día de la Independencia,Día de la Independencia_lower,Día de la Independencia_upper,Día de la Inmaculada Concepción,Día de la Inmaculada Concepción_lower,Día de la Inmaculada Concepción_upper,Día de la Raza,Día de la Raza_lower,Día de la Raza_upper,Día de los Reyes Magos,Día de los Reyes Magos_lower,Día de los Reyes Magos_upper,Día del Trabajo,Día del Trabajo_lower,Día del Trabajo_upper,Día sin carro,Día sin carro_lower,Día sin carro_upper,Día taxista,Día taxista_lower,Día taxista_upper,Independencia de Cartagena,Independencia de Cartagena_lower,Independencia de Cartagena_upper,Jueves Santo,Jueves Santo_lower,Jueves Santo_upper,La Asunción de la Virgen,La Asunción de la Virgen_lower,La Asunción de la Virgen_upper,Sagrado Corazón de Jesús,Sagrado Corazón de Jesús_lower,Sagrado Corazón de Jesús_upper,San Pedro y San Pablo,San Pedro y San Pablo_lower,San Pedro y San Pablo_upper,Todos los Santos,Todos los Santos_lower,Todos los Santos_upper,Viernes Santo,Viernes Santo_lower,Viernes Santo_upper,additive_terms,additive_terms_lower,additive_terms_upper,holidays,holidays_lower,holidays_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2017-02-06,904.3565956431019,848.8171651656763,1464.7171298332103,904.3565956431019,904.3565956431019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.1671126032838,243.1671126032838,243.1671126032838,0.0,0.0,0.0,-85.63141237468795,-85.63141237468795,-85.63141237468795,328.79852497797174,328.79852497797174,328.79852497797174,0.0,0.0,0.0,1147.5237082463857
1,2017-02-07,931.7295128238507,773.1443590582923,1397.9672820673895,931.7295128238507,931.7295128238507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.5834728623983,159.5834728623983,159.5834728623983,0.0,0.0,0.0,-147.69092420967408,-147.69092420967408,-147.69092420967408,307.27439707207236,307.27439707207236,307.27439707207236,0.0,0.0,0.0,1091.312985686249
2,2017-02-08,959.1024300045998,794.3881458361086,1399.6744237023647,959.1024300045997,959.1024300045997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.07856753349796,157.07856753349796,157.07856753349796,0.0,0.0,0.0,-128.99207060110754,-128.99207060110754,-128.99207060110754,286.07063813460553,286.07063813460553,286.07063813460553,0.0,0.0,0.0,1116.1809975380977
3,2017-02-09,986.4753471853486,890.9654863679483,1527.2744490148013,986.4753471853486,986.4753471853486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.07833898978603,228.07833898978603,228.07833898978603,0.0,0.0,0.0,-37.398924284128,-37.398924284128,-37.398924284128,265.47726327391405,265.47726327391405,265.47726327391405,0.0,0.0,0.0,1214.5536861751345
4,2017-02-10,1013.8482643660977,1168.3085688589795,1807.8023832888125,1013.8482643660977,1013.8482643660977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483.75811137724105,483.75811137724105,483.75811137724105,0.0,0.0,0.0,238.00000794379318,238.00000794379318,238.00000794379318,245.75810343344793,245.75810343344793,245.75810343344793,0.0,0.0,0.0,1497.6063757433387
5,2017-02-11,1041.2211815468465,1244.8906510170889,1840.1914509728215,1041.2211815468465,1041.2211815468465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.33643746811333,502.33643746811333,502.33643746811333,0.0,0.0,0.0,275.19314373379655,275.19314373379655,275.19314373379655,227.14329373431673,227.14329373431673,227.14329373431673,0.0,0.0,0.0,1543.55761901496
6,2017-02-12,1068.5940987275956,871.2363239981516,1477.8386657205413,1068.5940987275956,1068.5940987275956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.34297893616963,96.34297893616963,96.34297893616963,0.0,0.0,0.0,-113.47982020757618,-113.47982020757618,-113.47982020757618,209.8227991437458,209.8227991437458,209.8227991437458,0.0,0.0,0.0,1164.9370776637652
7,2017-02-13,1095.9670159083446,887.8374878070322,1509.6208556152278,1095.9670159083446,1095.9670159083446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.30972845868173,108.30972845868173,108.30972845868173,0.0,0.0,0.0,-85.63141237473839,-85.63141237473839,-85.63141237473839,193.94114083342012,193.94114083342012,193.94114083342012,0.0,0.0,0.0,1204.2767443670264
8,2017-02-14,1123.3399330890936,850.0953362472726,1451.8805081892242,1123.3399330890936,1123.3399330890936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.902527055936247,31.902527055936247,31.902527055936247,0.0,0.0,0.0,-147.6909242098709,-147.6909242098709,-147.6909242098709,179.59345126580715,179.59345126580715,179.59345126580715,0.0,0.0,0.0,1155.2424601450298
9,2017-02-15,1150.7128502698424,877.8623854550386,1480.8531114142916,1150.7128502698424,1150.7128502698424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.83087705173691,37.83087705173691,37.83087705173691,0.0,0.0,0.0,-128.99207060120924,-128.99207060120924,-128.99207060120924,166.82294765294614,166.82294765294614,166.82294765294614,0.0,0.0,0.0,1188.5437273215794
10,2017-02-16,1178.0857674505914,966.530461121295,1603.7246133306724,1178.0857674505914,1178.0857674505914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.22094879029888,118.22094879029888,118.22094879029888,0.0,0.0,0.0,-37.39892428383035,-37.39892428383035,-37.39892428383035,155.6198730741292,155.6198730741292,155.6198730741292,0.0,0.0,0.0,1296.3067162408904
11,2017-02-17,1205.4586846313405,1291.3125650479203,1908.4987471010297,1205.4586846313405,1205.4586846313405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.92192131719816,383.92192131719816,383.92192131719816,0.0,0.0,0.0,238.00000794382862,238.00000794382862,238.00000794382862,145.9219133733696,145.9219133733696,145.9219133733696,0.0,0.0,0.0,1589.3806059485387
12,2017-02-18,1232.8316018120895,1324.2615552374357,1981.6736127438987,1232.8316018120895,1232.8316018120895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412.80920086827007,412.80920086827007,412.80920086827007,0.0,0.0,0.0,275.19314373417205,275.19314373417205,275.19314373417205,137.616057134098,137.616057134098,137.616057134098,0.0,0.0,0.0,1645.6408026803597
13,2017-02-19,1260.2045189928383,974.3407379097343,1571.5632897648306,1260.2045189928383,1260.2045189928383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.062006493764763,17.062006493764763,17.062006493764763,0.0,0.0,0.0,-113.47982020766105,-113.47982020766105,-113.47982020766105,130.5418267014258,130.5418267014258,130.5418267014258,0.0,0.0,0.0,1277.266525486603
14,2017-02-20,1287.5774361735873,1038.1251147982205,1634.793001804808,1287.5774361735873,1287.5774361735873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.86435908339684,38.86435908339684,38.86435908339684,0.0,0.0,0.0,-85.63141237465305,-85.63141237465305,-85.63141237465305,124.4957714580499,124.4957714580499,124.4957714580499,0.0,0.0,0.0,1326.4417952569843
15,2017-02-21,1314.9503533543364,960.2531404184224,1616.6227926938618,1314.9503533543364,1314.9503533543364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.453842838982183,-28.453842838982183,-28.453842838982183,0.0,0.0,0.0,-147.69092420982957,-147.69092420982957,-147.69092420982957,119.2370813708474,119.2370813708474,119.2370813708474,0.0,0.0,0.0,1286.4965105153542
16,2017-02-22,1342.3232705350852,1021.8269507062687,1624.0923547424154,1342.3232705350852,1342.3232705350852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.497920507744059,-14.497920507744059,-14.497920507744059,0.0,0.0,0.0,-128.99207060125732,-128.99207060125732,-128.99207060125732,114.49415009351327,114.49415009351327,114.49415009351327,0.0,0.0,0.0,1327.825350027341
17,2017-02-23,1369.6961877158342,1136.4910171492556,1746.6131906838586,1369.6961877158342,1369.6961877158342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.57296909715132,72.57296909715132,72.57296909715132,0.0,0.0,0.0,-37.39892428450635,-37.39892428450635,-37.39892428450635,109.97189338165768,109.97189338165768,109.97189338165768,0.0,0.0,0.0,1442.2691568129856
18,2017-02-24,1397.0691048965832,1417.3772305037014,2028.3028992743295,1397.0691048965832,1397.0691048965832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.35961880179406,343.35961880179406,343.35961880179406,0.0,0.0,0.0,238.0000079435072,238.0000079435072,238.0000079435072,105.35961085828684,105.35961085828684,105.35961085828684,0.0,0.0,0.0,1740.4287236983773
19,2017-02-25,1424.4420220773322,1487.9940455443148,2109.2116602970145,1424.4420220773322,1424.4420220773322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.5323113969459,375.5323113969459,375.5323113969459,0.0,0.0,0.0,275.1931437342709,275.1931437342709,275.1931437342709,100.33916766267501,100.33916766267501,100.33916766267501,0.0,0.0,0.0,1799.9743334742782
20,2017-02-26,1451.814939258081,1111.5041980526612,1743.9622515554,1451.814939258081,1451.814939258081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.886552723316598,-18.886552723316598,-18.886552723316598,0.0,0.0,0.0,-113.47982020797748,-113.47982020797748,-113.47982020797748,94.59326748466087,94.59326748466087,94.59326748466087,0.0,0.0,0.0,1432.9283865347645
21,2017-02-27,1479.18785643883,1192.7681250686253,1824.4770743849162,1479.18785643883,1479.18785643883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.182177590507602,2.182177590507602,2.182177590507602,0.0,0.0,0.0,-85.63141237463559,-85.63141237463559,-85.63141237463559,87.8135899651432,87.8135899651432,87.8135899651432,0.0,0.0,0.0,1481.3700340293376
22,2017-02-28,1506.560773619579,1122.0392049404065,1764.1526495857015,1506.560773619579,1506.560773619579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-67.98235090035836,-67.98235090035836,-67.98235090035836,0.0,0.0,0.0,-147.69092420975278,-147.69092420975278,-147.69092420975278,79.70857330939442,79.70857330939442,79.70857330939442,0.0,0.0,0.0,1438.5784227192207
23,2017-03-01,1533.933690800328,1179.2310111552713,1794.4005879838287,1533.933690800328,1533.933690800328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-58.98143370936349,-58.98143370936349,-58.98143370936349,0.0,0.0,0.0,-128.99207060135902,-128.99207060135902,-128.99207060135902,70.01063689199553,70.01063689199553,70.01063689199553,0.0,0.0,0.0,1474.9522570909644
24,2017-03-02,1561.306607981077,1287.4116454385976,1896.9547927103122,1561.306607981077,1561.306607981077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.083733862679264,21.083733862679264,21.083733862679264,0.0,0.0,0.0,-37.398924283795964,-37.398924283795964,-37.398924283795964,58.482658146475224,58.482658146475224,58.482658146475224,0.0,0.0,0.0,1582.3903418437562
25,2017-03-03,1588.679525161826,1551.880790515473,2178.5208176986134,1588.679525161826,1588.679525161826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.92355043742447,282.92355043742447,282.92355043742447,0.0,0.0,0.0,238.00000794395095,238.00000794395095,238.00000794395095,44.923542493473526,44.923542493473526,44.923542493473526,0.0,0.0,0.0,1871.6030755992504
26,2017-03-04,1616.0524423425752,1622.2540884602258,2222.8988682479303,1616.0524423425752,1616.0524423425752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.3658974200326,304.3658974200326,304.3658974200326,0.0,0.0,0.0,275.1931437341557,275.1931437341557,275.1931437341557,29.172753685876856,29.172753685876856,29.172753685876856,0.0,0.0,0.0,1920.4183397626077
27,2017-03-05,1643.425359523324,1230.189298358715,1855.3468087851977,1643.425359523324,1643.425359523324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-102.36611634365673,-102.36611634365673,-102.36611634365673,0.0,0.0,0.0,-113.47982020758239,-113.47982020758239,-113.47982020758239,11.113703863925675,11.113703863925675,11.113703863925675,0.0,0.0,0.0,1541.0592431796672
28,2017-03-06,1670.7982767040728,1265.6949929123493,1885.611796291569,1670.7982767040728,1670.7982767040728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-94.95547553384054,-94.95547553384054,-94.95547553384054,0.0,0.0,0.0,-85.63141237464087,-85.63141237464087,-85.63141237464087,-9.32406315919967,-9.32406315919967,-9.32406315919967,0.0,0.0,0.0,1575.8428011702322
29,2017-03-07,1698.1711938848218,1189.187860596668,1840.5718039170536,1698.1711938848218,1698.1711938848218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-179.85485054974438,-179.85485054974438,-179.85485054974438,0.0,0.0,0.0,-147.69092420967596,-147.69092420967596,-147.69092420967596,-32.16392634006844,-32.16392634006844,-32.16392634006844,0.0,0.0,0.0,1518.3163433350774
30,2017-03-08,1725.544111065571,1231.5762570564893,1841.952645254129,1725.544111065571,1725.544111065571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-186.37454536999235,-186.37454536999235,-186.37454536999235,0.0,0.0,0.0,-128.9920706010995,-128.9920706010995,-128.9920706010995,-57.38247476889285,-57.38247476889285,-57.38247476889285,0.0,0.0,0.0,1539.1695656955787
